38
Wuhan/IVDC-HB-01/2019 2019.99452054795
Wuhan/IVDC-HB-05/2019 2019.99452054795
Wuhan/IPBCAMS-WH-01/2019 2019.97808219178
Wuhan/IPBCAMS-WH-03/2019 2019.99452054795
Wuhan-Hu-1/2019 2019.98356164384
Wuhan/HBCDC-HB-01/2019 2019.99452054795
Guangzhou/20SF206/2020 2020.05737704918
WHU02 2020.00273224044
Guangdong/20SF028/2020 2020.04371584699
Guangdong/20SF040/2020 2020.04644808743
Guangdong/20SF174/2020 2020.05737704918
Nonthaburi/74/2020 2020.03278688525
Foshan/20SF210/2020 2020.05737704918
Foshan/20SF211/2020 2020.05737704918
Guangdong/20SF201/2020 2020.06010928962
WHU01 2020.00273224044
Guangdong/20SF014/2020 2020.03825136612
Wuhan/WH01/2019 2019.98356164384
Shenzhen/SZTH-003/2020 2020.04098360656
Foshan/20SF207/2020 2020.05737704918
USA/IL1/2020 2020.05464480874
USA-WA1/2020 2020.04918032787
USA/AZ1/2020 2020.05737704918
Guangdong/20SF012/2020 2020.03551912568
Guangdong/20SF025/2020 2020.03825136612
Guangdong/20SF013/2020 2020.03825136612
Wuhan/WH04/2020 2020.01092896175
USA/CA1/2020 2020.06010928962
Germany/BavPat1/2020 2020.0737704918
USA/CA2/2020 2020.05737704918
France/IDF0372/2020 2020.06010928962
France/IDF0373/2020 2020.06010928962
Taiwan/2/2020 2020.06010928962
Australia/VIC01/2020 2020.06557377049
Nonthaburi/61/2020 2020.01912568306
Wuhan/IVDC-HB-04/2020 2020
Wuhan/IPBCAMS-WH-04/2019 2019.99452054795
Wuhan/IPBCAMS-WH-02/2019 2019.99452054795
